Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
queens,Jackson Heights,33-34 77th Street,2.0,1,1100,2300.0
queens,Murray Hill (Queens),149-31 35th Avenue,2.0,2,900,2300.0
queens,Corona,97-05 Horace Harding Expressway,2.0,1,1060,2600.0
queens,Corona,96-04 57th Avenue,1.0,1,808,1968.0
queens,Astoria,31-16 28 Road,1.0,1,750,2100.0
queens,Ditmars-Steinway,22-37 73rd Street,2.0,2,0,2800.0
queens,New_Dev,28-40 Jackson Avenue,2.0,2,0,5218.0
queens,East Flushing,170-20 Lithonia Avenue,1.0,1,0,2250.0
queens,Kew Gardens,83-15 Lefferts Boulevard,2.0,1,900,2575.0
queens,Astoria,12-23 30 Road,2.0,1,0,2250.0
queens,Astoria,31-79 34th Street,3.0,1,900,3200.0
queens,Astoria,25-24 Broadway,1.0,1,0,2200.0
queens,Murray Hill (Queens),144-15 41st Avenue,0.5,1,550,1650.0
queens,Ditmars-Steinway,21-68 35th Street,1.0,1,0,1775.0
queens,Glendale,71-40 68th Street,3.0,1,0,2400.0
queens,East Elmhurst,22-24 92nd Street,1.0,2,0,2100.0
queens,Hunters Point,45-50 Pearson Street,0.5,1,0,2700.0
queens,Long Island City,29-22 Northern Boulevard,2.0,2,1168,5175.0
queens,Flushing,143-29 Barclay Avenue,0.5,1,500,1500.0
queens,Flushing,143-09 Barclay Avenue,1.0,1,700,1800.0
queens,Long Island City,29-59 Northern Boulevard,2.0,2,0,6364.0
queens,Astoria,21-22 Newtown Avenue,3.0,1,0,2395.0
queens,Long Island City,41-15 23rd Street,1.0,1,0,3335.0
queens,Ozone Park,90-19 107th Avenue,2.0,2,0,2900.0
queens,Astoria,27-15 Astoria Boulevard,1.0,1,640,3000.0
queens,New_Dev,27-19 44th Dr,0.5,1,443,2975.0
queens,Forest Hills,110-56 71st Avenue,0.5,1,550,1600.0
queens,Rego Park,64-21 Booth Street,2.0,1,1000,2250.0
queens,Kew Gardens,83-46 118th Street,0.5,1,0,1425.0
queens,Kew Gardens,83-46 118th Street,2.0,1,0,2325.0
queens,Astoria,34-46 Vernon Boulevard,2.0,2,0,4468.0
queens,Long Island City,29-22 Northern Boulevard,2.0,2,1168,5175.0
queens,Astoria,34-20 30th Street,0.5,1,0,1550.0
queens,Astoria,30-70 48th Street,1.0,1,665,1995.0
queens,Long Island City,29-59 Northern Boulevard,2.0,2,0,6364.0
queens,Long Island City,29-17 40th Avenue,1.0,1,0,3500.0
queens,Long Island City,38-12 31st Street,2.0,1,900,2750.0
queens,Kew Gardens Hills,69-94 136th Street,1.0,1,700,1800.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,6090.0
queens,New_Dev,5203 Center Boulevard,2.0,1,0,4950.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,5850.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,5460.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,6000.0
queens,Hunters Point,4545 Center Boulevard,2.0,2,0,4955.0
queens,Corona,96-02 57th Avenue,1.0,1,713,1976.0
queens,Forest Hills,67-30 Clyde Street,1.0,1,816,2500.0
queens,Hunters Point,4615 Center Boulevard,1.0,1,0,3760.0
queens,Ridgewood,68-07 Forest Avenue,4.0,1.5,0,3300.0
queens,New_Dev,28-40 Jackson Avenue,0.5,1,0,3400.0
queens,Astoria,21-02 29th Avenue,1.0,1,689,2650.0
queens,Woodhaven,90-10 Jamaica Avenue,0.5,1,0,1895.0
queens,Flushing,45-03 162nd Street,3.0,1,1050,2300.0
queens,Kew Gardens,84-47 Lefferts Boulevard,1.0,1,0,1950.0
queens,Ditmars-Steinway,24-44 27th Street,2.0,1,0,2300.0
queens,Ridgewood,1923 Cornelia Street,1.0,1,0,2200.0
queens,Ridgewood,60-01 70th Avenue,2.0,1,800,2300.0
queens,Ditmars-Steinway,23-26 33rd Street,3.0,2,1450,3600.0
queens,Astoria,10 Halletts Point,1.0,1,0,3150.0
queens,Ditmars-Steinway,21-15 21 Road,2.0,1,0,1950.0
queens,Corona,97-11 Horace Harding Expressway,1.0,1,713,2003.0
queens,Astoria,25-55 33rd Street,2.0,1,800,2000.0
queens,Ditmars-Steinway,21-14 21st Avenue,1.0,1,600,1550.0
queens,New_Dev,28-40 Jackson Avenue,0.5,1,0,3400.0
queens,Astoria,32-06 29th Street,2.0,1,0,2600.0
queens,Astoria,31-27 37th Street,2.0,1,0,3600.0
queens,Sunnyside,47-28 40th Street,2.0,1,0,2300.0
queens,Forest Hills,110-11 72nd Avenue,1.0,1,950,2200.0
queens,Forest Hills,65-15 Yellowstone Boulevard,1.0,1,0,1800.0
queens,Sunnyside,41-33 49th Street,2.0,1,0,2450.0
queens,Bayside,36-24 216th Street,0.5,1,0,1700.0
queens,Forest Hills,65-15 Yellowstone Boulevard,1.0,1,0,1750.0
queens,Whitestone,154-55 20 Road,2.0,1,900,2200.0
queens,Jamaica,153-30 89th Avenue,2.0,2,933,2825.0
queens,Jamaica,147-40 Archer Avenue,1.0,1,0,2442.0
queens,Forest Hills,67-54 Burns Street,3.0,1.5,1250,3400.0
queens,Astoria,10 Halletts Point,2.0,2,0,3995.0
queens,Long Island City,29-59 Northern Boulevard,1.0,1,0,5220.0
queens,Sunnyside,47-40 41st Street,1.0,1,0,1850.0
queens,Forest Hills,105-28 65th Avenue,0.5,1,0,1450.0
queens,Ditmars-Steinway,22-39 73rd Street,1.0,1,0,1700.0
queens,Astoria,43-12 30th Avenue,3.0,1.5,0,3500.0
queens,Astoria,14-19 Astoria Boulevard,1.0,1,675,2000.0
queens,Hunters Point,22-44 Jackson Avenue,0.5,1,0,3005.0
queens,Astoria,14-15 33 Road,2.0,1,0,2300.0
queens,Ridgewood,55-27 Myrtle Avenue,2.0,1,0,3650.0
queens,Hunters Point,22-44 Jackson Avenue,1.0,1,0,5300.0
queens,Astoria,31-19 37th Street,2.0,1,0,3600.0
queens,New_Dev,30-02 39th Avenue,0.5,1,0,3201.0
queens,Ditmars-Steinway,20-72 Steinway Street,1.0,1,650,1850.0
queens,Astoria,31-19 37th Street,2.0,1,0,3600.0
queens,New_Dev,28-10 Jackson Avenue,2.0,2,0,5620.0
queens,Auburndale,47-41 194th Street,2.0,1,900,2500.0
queens,Long Island City,38-35 Crescent Street,2.0,1,0,3575.0
queens,Hunters Point,22-44 Jackson Avenue,1.0,1,0,4000.0
queens,Hunters Point,22-44 Jackson Avenue,1.0,1,0,4000.0
queens,Jamaica,152-09 88th Avenue,3.0,2,0,4141.0
queens,Hunters Point,22-44 Jackson Avenue,1.0,1,0,4100.0
queens,Astoria,25-80 37th Street,2.0,1.5,0,2800.0
queens,Ditmars-Steinway,22-28 42nd Street,1.0,1,0,2500.0
queens,Jamaica,153-30 89th Avenue,2.0,2,1040,3000.0
queens,New_Dev,27-19 44th Dr,0.5,1,443,2975.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,5460.0
queens,Ditmars-Steinway,23-46 26th Street,2.0,1,0,2900.0
queens,New_Dev,44-28 Purves Street,1.0,1,0,3995.0
queens,Long Island City,29-59 Northern Boulevard,3.0,2,0,6491.0
queens,New_Dev,44-28 Purves Street,1.0,1,0,4179.0
queens,Ditmars-Steinway,21-01 23rd Avenue,2.0,2,0,2400.0
queens,Astoria,25-40 Shore Boulevard,1.0,1,623,2500.0
queens,Jamaica,153-30 89th Avenue,1.0,1,698,2077.0
queens,Jamaica,153-30 89th Avenue,0.5,1,528,1825.0
queens,Elmhurst,94-25 46th Avenue,4.0,1.5,950,2700.0
queens,Ditmars-Steinway,20-27 36th Street,3.0,1,1000,3399.0
queens,Ditmars-Steinway,22-03 35th Street,3.0,1,1200,3500.0
queens,Forest Hills,107-40 Queens Boulevard,0.5,1,580,2100.0
queens,Jamaica,147-40 Archer Avenue,1.0,1,0,2295.0
queens,Woodside,43-27A 54th Street,3.0,2,1000,2900.0
queens,Oakland Gardens,61-07 224th Street,3.0,1,900,3575.0
queens,Ridgewood,55-27 Myrtle Avenue,1.0,1,0,2875.0
queens,New_Dev,28-40 Jackson Avenue,0.5,1,0,3400.0
queens,Astoria,9-04 33 Road,0.5,1,500,2000.0
queens,Rockaway Park,160 Beach 117th Street,0.5,1,0,1275.0
queens,Belle Harbor,511 Beach 134th Street,2.0,1.5,0,3000.0
queens,Kew Gardens,83-60 118th Street,1.0,1,0,2100.0
queens,Flushing,139-20 34th Avenue,2.0,2,800,2500.0
queens,Maspeth,64-06 48th Avenue,1.0,1,0,1750.0
queens,Astoria,25-43 46th Street,1.0,1,0,1650.0
queens,Forest Hills,76-26 113rd Street,0.5,1,480,1550.0
queens,Ditmars-Steinway,19-23 Ditmars Boulevard,2.0,1,0,2500.0
queens,New_Dev,26-38 21st Street,2.0,1.5,0,4350.0
queens,Ridgewood,605 Onderdonk Avenue,3.0,1.5,0,2595.0
queens,East Flushing,140-70 Ash Avenue,1.0,1,650,1575.0
queens,Oakland Gardens,220-39 67th Avenue,2.0,1,850,2450.0
queens,New_Dev,28-40 Jackson Avenue,0.5,1,0,3400.0
queens,Rockaway Park,160 Beach 117th Street,1.0,1,0,1500.0
queens,Oakland Gardens,221-02 67th Avenue,2.0,1,800,2375.0
queens,Woodside,41-32 53rd Street,0.5,1,0,1750.0
queens,Ridgewood,16-18 Jefferson Avenue,2.0,1,0,2450.0
queens,Astoria,35-54 32nd Street,3.0,2,0,4000.0
queens,Astoria,32-30 45th Street,2.0,1,800,2000.0
queens,Kew Gardens,83-10 Lefferts Boulevard,2.0,1,1200,2600.0
queens,Oakland Gardens,224-17 64th Avenue,1.0,1,725,1895.0
queens,Astoria,44-14 Broadway,1.0,1,750,2500.0
queens,Ditmars-Steinway,21-38 46th Street,3.0,1,0,4000.0
queens,Astoria,31-19 37th Street,2.0,1,0,3600.0
queens,Astoria,30-43 48th Street,1.0,1,700,2000.0
queens,Astoria,25-69 46th Street,2.0,1,0,2700.0
queens,Long Island City,29-59 Northern Boulevard,0.5,1,0,3159.0
queens,Forest Hills,72-81 113th Street,1.0,1,850,2150.0
queens,Ditmars-Steinway,21-69 19th Street,3.0,1,0,3200.0
queens,Forest Hills,72-81 113th Street,1.0,1,800,2150.0
queens,Ridgewood,64-27 Palmetto Street,3.0,1.5,0,2200.0
queens,Oakland Gardens,220-39 67th Avenue,2.0,1,0,2400.0
queens,Kew Gardens,118-75 Metropolitan Avenue,0.5,1,550,1750.0
queens,Forest Hills,65-39 108th Street,2.0,1,900,1900.0
queens,Oakland Gardens,67-02 Springfield Boulevard,1.0,1,700,1895.0
queens,Forest Hills,103-19 68 Road,2.0,1,0,2400.0
queens,New_Dev,5203 Center Boulevard,2.0,2,0,5700.0
queens,Hunters Point,23-10 Queens Plaza South,1.0,1,0,4795.0
queens,Ridgewood,1675 Madison Street,1.0,1,0,2875.0
queens,Ditmars-Steinway,20-52 45th Street,3.0,1.5,1000,3000.0
queens,Long Island City,29-59 Northern Boulevard,3.0,2,0,6491.0
queens,Ditmars-Steinway,42-13 23rd Avenue,1.0,1,0,1850.0
queens,Jackson Heights,84-09 35th Avenue,0.5,1,0,1800.0
queens,Sunnyside,48-30 40th Street,3.0,2,923,3750.0
queens,Kew Gardens,123-60 83rd Avenue,1.0,1,793,2050.0
queens,Flushing,137-20 45th Avenue,2.0,1.5,1138,2550.0
queens,Flushing,42-13 163rd Street,3.0,2,1150,2680.0
queens,Hunters Point,2-26 50th Avenue,1.0,1,700,3975.0
queens,Briarwood,81-10 135th Street,1.0,1,900,2000.0
queens,Flushing,42-13 163rd Street,1.0,1,680,1980.0
queens,Rego Park,99-32 66th Rd,0.5,1,0,1500.0
queens,Jamaica,153-30 89th Avenue,0.5,1,584,1899.0
queens,Astoria,23-40 Broadway,2.0,1,950,3500.0
queens,Sunnyside,50-01 39th Avenue,2.0,1,0,2600.0
queens,Long Island City,29-59 Northern Boulevard,0.5,1,0,3159.0
queens,Jackson Heights,35-42 94th Street,1.0,1,0,2025.0
queens,Flushing,133-27 39th Avenue,2.0,2,1000,3600.0
queens,Jackson Heights,32-30 93rd Street,1.0,1,700,1775.0
queens,Astoria,18-05 27th Avenue,1.0,1.5,0,2600.0
queens,Astoria,31-69 38th Street,1.0,1,0,2200.0
queens,South Jamaica,119-44 Long Street,3.0,1,0,2800.0
queens,East Flushing,43-11 172nd Street,4.0,3,1800,3600.0
queens,Ridgewood,60-01 70th Avenue,2.0,1,0,2495.0
queens,Kew Gardens Hills,61-34 138th Street,4.0,2,0,2900.0
queens,Ditmars-Steinway,21-15 21 Road,2.0,1,0,1950.0
queens,Long Island City,29-22 Northern Boulevard,1.0,1,731,3857.0
queens,Rego Park,66-17 Burns Street,2.0,1,0,2700.0
queens,Astoria,24-35 38th Street,2.0,1,0,2000.0
queens,Long Island City,29-59 Northern Boulevard,2.0,1,0,5921.0
queens,Ditmars-Steinway,20-01 74th Street,3.0,2,1300,2995.0
queens,Ditmars-Steinway,22-07 36th Street,1.0,1,1200,950.0
queens,Jackson Heights,32-30 93rd Street,1.0,1,725,1775.0
queens,Whitestone,145-07 11th Avenue,2.0,1,0,2500.0
queens,Astoria,32-17 44th Street,3.0,1.5,0,3000.0
queens,New_Dev,43-20 52nd Street,2.0,2,0,3575.0
queens,Ridgewood,61-17 68th Avenue,1.0,1,0,2200.0
queens,Kew Gardens,83-60 118th Street,0.5,1,0,2000.0
queens,Astoria,34-43 30th Street,1.0,1,635,1850.0
queens,Corona,96-08 57th Avenue,1.0,1,867,2052.0
queens,Elmhurst,88-08 Justice Avenue,2.0,2,0,3329.0
queens,New_Dev,43-20 52nd Street,2.0,2,0,3200.0
queens,Ridgewood,1829 Woodbine Street,3.0,1.5,0,4200.0
queens,Long Island City,29-59 Northern Boulevard,1.0,1,0,3820.0
queens,Rockaway All,134 Beach 122nd Street,2.0,1,0,2350.0
queens,Ridgewood,1817 Bleecker Street,4.0,2,0,3995.0
queens,Rockaway All,134 Beach 122nd Street,1.0,1,0,2000.0
queens,Rockaway All,134 Beach 122nd Street,2.0,1,0,2600.0
queens,Jamaica Estates,183-11 Hillside Avenue,0.5,1,350,1550.0
queens,Murray Hill (Queens),144-25 33rd Avenue,1.0,1,0,1800.0
queens,Forest Hills,112-01 Queens Boulevard,2.0,2,0,3900.0
queens,Astoria,30-80 42nd Street,3.0,1,1200,3300.0
queens,Astoria,25-40 31st Street,1.0,1,0,2950.0
queens,Astoria,10 Halletts Point,1.0,1,0,3150.0
queens,Jamaica,147-40 Archer Avenue,1.0,1,0,2325.0
queens,Hunters Point,42-22 27th Street,0.5,1,569,3277.0
queens,Jackson Heights,32-21 79th Street,2.0,1,0,2450.0
queens,Long Island City,29-59 Northern Boulevard,3.0,2,0,6491.0
queens,Glendale,73-36 72nd Street,2.0,1,800,2300.0
queens,Hunters Point,42-20 27th Street,1.0,1,0,3277.0
queens,Glendale,70-01 69th Street,2.0,1,800,2550.0
queens,Elmhurst,90-02 Queens Boulevard,2.0,1,0,3000.0
queens,Hunters Point,42-20 27th Street,1.0,1,0,3277.0
queens,Kew Gardens,83-31 116th Street,2.0,1,0,2100.0
queens,Astoria,30-78 43rd Street,2.0,2,900,4600.0
queens,Astoria,25-71 22nd Street,1.0,1,700,2350.0
queens,New_Dev,152-11 89th Avenue,3.0,2.5,1300,4850.0
queens,Astoria,34-46 Vernon Boulevard,2.0,2,0,4720.0
queens,Astoria,10 Halletts Point,1.0,1,0,3098.0
queens,Hunters Point,42-20 27th Street,0.5,1,0,3006.0
queens,Astoria,25-10 31st Avenue,1.0,1,0,2350.0
queens,Long Island City,29-59 Northern Boulevard,2.0,2,0,6364.0
queens,New_Dev,152-11 89th Avenue,0.5,1,0,1950.0
queens,Astoria,30-93 Steinway Street,2.0,1,0,2200.0
queens,Jackson Heights,32-30 93rd Street,1.0,1,750,1800.0
queens,Sunnyside,47-12 39th Street,2.0,1,0,2500.0
queens,Long Island City,23-10 41st Avenue,2.0,2,0,6215.0
queens,Woodside,41-29 53rd Street,0.5,1,250,1500.0
queens,Hunters Point,2-14 50th Avenue,2.0,2,0,5785.0
queens,Kew Gardens,85-31 120th Street,0.5,1,525,1600.0
queens,Astoria,21-21 33rd Avenue,3.0,2,0,3250.0
queens,Rego Park,98-05 67th Avenue,1.0,1,710,2125.0
queens,Long Island City,29-22 Northern Boulevard,1.0,1,722,3620.0
queens,New_Dev,44-41 Purves Street,1.0,1,630,4300.0
queens,Astoria,40-02 Broadway,1.0,1,0,3000.0
queens,Long Island City,29-59 Northern Boulevard,3.0,2,0,6491.0
queens,Forest Hills,110-16 63rd Avenue,1.0,1,0,1750.0
queens,Forest Hills,"6120 Grand Central Parkway,",1.0,1,875,1850.0
queens,Ridgewood,1662 Grove Street,4.0,1,0,2400.0
queens,Forest Hills,112-41 72 Road,1.0,1,0,2050.0
queens,Forest Hills,110-19 72 Road,1.0,1,700,1795.0
queens,Oakland Gardens,212-04 73rd Avenue,1.0,1,795,1825.0
queens,Clearview,15-20 201st Street,1.0,1,650,2150.0
queens,East Flushing,170-20 Lithonia Avenue,2.0,1,0,2300.0
queens,East Flushing,192-10 Station Road,1.0,1,0,2000.0
queens,Jamaica,147-40 Archer Avenue,1.0,1,0,2295.0
queens,Hunters Point,22-43 Jackson Avenue,1.0,1,652,3600.0
queens,Woodside,39-46 57th Street,2.0,1,0,2600.0
queens,Ditmars-Steinway,21-78 35th Street,3.0,1,0,2350.0
queens,Long Island City,29-59 Northern Boulevard,0.5,1,0,3159.0
queens,Ditmars-Steinway,19-24 23 Road,2.0,1,0,2400.0
queens,Astoria,25-05 30th Avenue,1.0,1,0,1900.0
queens,Briarwood,138-28 Queens Boulevard,2.0,1,950,2850.0
queens,Astoria,25-55 36th Street,3.0,3,1300,4500.0
queens,Jackson Heights,78-14 24th Avenue,1.0,1,0,1995.0
queens,Forest Hills,72-61 113th Street,0.5,1,0,1600.0
queens,Forest Hills,109-20 Queens Boulevard,1.0,1,750,2120.0
queens,Astoria,25-26 48th Street,2.0,1,0,3000.0
queens,Bayside,39-22 212nd Street,3.0,2,1200,2850.0
queens,Corona,97-05 Horace Harding Expressway,1.0,1,871,1977.0
queens,Kew Gardens,82-76 116th Street,1.0,1,480,1935.0
queens,Lindenwood,155-35 77th Street,1.0,1,0,1799.0
queens,Forest Hills,101-16 67 Drive,1.0,1,0,1900.0
queens,New_Dev,28-40 Jackson Avenue,2.0,2,0,5218.0
queens,Briarwood,80-09 134th Street,1.0,1,0,2000.0
queens,Hunters Point,27-21 44 Drive,1.0,1,632,3400.0
queens,Forest Hills,67-103 Exeter Street,3.0,2,1348,4000.0
queens,Ditmars-Steinway,22-13 37th Street,2.0,1,1000,3500.0
queens,Forest Hills,65-45 Yellowstone Boulevard,1.0,1,0,1750.0
queens,Ridgewood,61-49 Linden Street,2.0,1,0,3100.0
queens,Rego Park,98-51 Queens Boulevard,2.0,1.5,0,2550.0
queens,Murray Hill (Queens),34-15 Parsons Boulevard,1.0,1,0,2050.0
queens,Murray Hill (Queens),34-15 Parsons Boulevard,2.0,1,0,2400.0
queens,Corona,96-04 57th Avenue,1.0,1,808,1968.0
queens,Elmhurst,88-08 Justice Avenue,2.0,2,0,3329.0
queens,Astoria,31-56 29th Street,1.0,1,0,1650.0
queens,Astoria,31-56 29th Street,0.5,1,0,1350.0
queens,Long Island City,29-59 Northern Boulevard,1.0,1,0,5220.0
queens,Rego Park,99-60 64th Avenue,1.0,1,0,2100.0
queens,Rego Park,99-60 64th Avenue,1.0,1,0,2100.0
queens,Rego Park,99-65 64 Road,1.0,1,0,2100.0
queens,Ridgewood,71-13 60 Lane,1.0,1,815,2400.0
queens,Rego Park,63-50 Wetherole Street,1.0,1,650,1650.0
queens,Astoria,24-46 Steinway Street,1.0,1,700,2200.0
queens,Ditmars-Steinway,20-07 43rd Street,1.0,1,0,1850.0
queens,Jackson Heights,25-26 83rd Street FAMILY-HOUSE,3.0,1.5,1366,4700.0
queens,Hunters Point,4-74 48th Avenue,1.0,1,921,4200.0
queens,Hunters Point,4-75 48th Avenue,2.0,2,1094,4855.0
queens,Forest Hills,109-19 72 Road,1.0,1,843,3400.0
queens,Astoria,28-16 Astoria Boulevard,3.0,1.5,1200,3300.0
queens,Ridgewood,1869 Madison Street,4.0,2,0,3800.0
queens,Long Island City,29-59 Northern Boulevard,1.0,1,0,5220.0
queens,Astoria,40-05 Broadway,1.0,1,0,2800.0
queens,Bayswater,31-20 Westbourne Avenue,4.0,1.5,1000,2525.0
queens,Ditmars-Steinway,19-67 78th Street,2.0,1,0,2200.0
queens,Astoria,32-61 33rd Street,1.0,1,0,1950.0
queens,Ridgewood,1614 Jefferson Avenue,4.0,2,0,4000.0
queens,Kew Gardens,83-46 118th Street,2.0,1,850,2395.0
queens,Far Rockaway,175 Beach 91st Street,3.0,1,1000,2500.0
queens,Kew Gardens,83-46 118th Street,0.5,1,550,1400.0
queens,Forest Hills,69-15 Yellowston Boulevard,1.0,1,900,2175.0
queens,New_Dev,44-28 Purves Street,2.0,2,0,5325.0
queens,Astoria,30-83 Crescent Street,1.0,1,810,2600.0
queens,Ditmars-Steinway,25-15 24th Avenue,2.0,1,800,3150.0
queens,Ridgewood,1018 Cypress Avenue,3.0,2,0,3400.0
queens,New_Dev,28-10 Jackson Avenue,2.0,2,0,5620.0
queens,Woodhaven,91-33 97th Street,2.0,1,1100,2300.0
queens,Ridgewood,879 Cypress Avenue,3.0,3,0,3600.0
queens,Astoria,25-15 14 Place,1.0,1,0,1900.0
queens,Astoria,31-24 28th Avenue,0.5,1,0,1575.0
queens,Briarwood,141-48 84 Drive,1.0,1,750,1850.0
queens,Whitestone,150-01 24th Avenue,2.0,1,800,2200.0
queens,Astoria,32-19 34th Street,3.0,1,1200,2600.0
queens,Bayside,212-14 39th Avenue,3.0,2,0,3100.0
queens,Briarwood,82-15 134th Street,1.0,1,750,1775.0
queens,Rego Park,98-05 67th Avenue,1.0,1,710,2125.0
queens,Jackson Heights,2517 87th Street,1.0,1,1000,1850.0
queens,Forest Hills,101-20 67 Drive,3.0,2,0,3000.0
queens,Kew Gardens,85-18 118th Street,2.0,1,0,1950.0
queens,Long Island City,29-59 Northern Boulevard,2.0,1,0,5921.0
queens,Long Island City,29-28 41st Avenue,0.5,1,0,2895.0
queens,Astoria,25-40 30 Road,2.0,1,0,2875.0
queens,New_Dev,44-41 Purves Street,1.0,1,0,4300.0
queens,Woodhaven,84-18 89th Street,3.0,1,0,2500.0
queens,New_Dev,43-25 Hunter Street,0.5,1,0,3260.0
queens,Briarwood,141-31 84 Drive,1.0,1,750,1800.0
queens,Ridgewood,58-50 Catalpa Avenue,4.0,2,0,3600.0
queens,East Flushing,46-08 192nd Street,2.0,1,1200,2250.0
queens,Kew Gardens,83-14 Lefferts Boulevard,2.0,1,1100,2575.0
queens,Corona,98-40 57th Avenue,2.0,1,1073,2394.0
queens,Long Island City,29-59 Northern Boulevard,1.0,1,0,5220.0
queens,South Richmond Hill,103-54 104th Street,3.0,1,0,2500.0
queens,Ridgewood,19-26 Linden Street,5.0,4,0,4595.0
queens,New_Dev,28-40 Jackson Avenue,0.5,1,0,3400.0
queens,Astoria,31-21 43rd Street,2.0,1,0,2250.0
queens,Flushing,160-21 Sanford Avenue,2.0,1.5,800,2300.0
queens,Elmhurst,73-02 Roosevelt Avenue,2.0,2,0,2850.0
queens,Astoria,35-50 9th Street,2.0,1,700,2000.0
queens,Maspeth,68-10 58th Avenue,2.0,1,0,2399.0
queens,Ridgewood,17-11 Linden Street,2.0,1,0,2600.0
queens,Murray Hill (Queens),38-17 149 Place,8.0,3,0,6000.0
queens,Astoria,25-38 44th Street,1.0,2,0,3000.0
queens,Murray Hill (Queens),38-17 149 Place,5.0,2,0,3600.0
queens,Forest Hills,109-15 Queens Boulevard,3.0,2,0,4250.0
queens,Ridgewood,605 Onderdonk Avenue,4.0,1.5,0,2995.0
queens,Forest Hills,68-63 108th Street,2.0,1,0,2750.0
queens,Astoria,21-25 34th Avenue,1.0,1,0,2000.0
queens,Long Island City,29-59 Northern Boulevard,2.0,1,0,5921.0
